latitude,longitude,name,address,map_url
47.8991593,1.906665299999986,Au bon marché,"12 Place du châtelet, 45000 Orléans",http://www.openstreetmap.org/?mlat=47.8991593&mlon=1.906665299999986#map=4/47.8991593/1.906665299999986/m
43.6117398,3.878945799999997,La Mezzanine,39 Rue de l'Aiguillerie 34000 Montpellier,http://www.openstreetmap.org/?mlat=43.6117398&mlon=3.878945799999997#map=4/43.6117398/3.878945799999997/m
48.8628544,2.3495186000000103,Ravioli Nord Est,115 Rue Saint-Denis 75001 Paris,http://www.openstreetmap.org/?mlat=48.8628544&mlon=2.3495186000000103#map=4/48.8628544/2.3495186000000103/m
43.5981845,1.4442781999999852,Batbat,"8 Rue des Filatiers, 31000 Toulouse",http://www.openstreetmap.org/?mlat=43.5981845&mlon=1.4442781999999852#map=4/43.5981845/1.4442781999999852/m
43.2996407,5.384010799999942,Les Ondines,19 rue St-Bazile 13001 Marseille,http://www.openstreetmap.org/?mlat=43.2996407&mlon=5.384010799999942#map=4/43.2996407/5.384010799999942/m
51.03530259999999,2.379811199999949,Green is better,"35 Rue du Président Poincaré, 59140 Dunkerque",http://www.openstreetmap.org/?mlat=51.03530259999999&mlon=2.379811199999949#map=4/51.03530259999999/2.379811199999949/m
49.182863,-0.37067899999999554,Un sourire dans l'assiette,"Caen
",http://www.openstreetmap.org/?mlat=49.182863&mlon=-0.37067899999999554#map=4/49.182863/-0.37067899999999554/m
50.6202627,3.0520354000000225,Cantine vegan du Centre Culturel Libertaire,4 rue de Colmar 59000 LILLE,http://www.openstreetmap.org/?mlat=50.6202627&mlon=3.0520354000000225#map=4/50.6202627/3.0520354000000225/m
45.8238121,4.7920345,Cigkoftem — Lyon,"17 avenue Jean Jaurès, 69003 Lyon",http://www.openstreetmap.org/?mlat=45.8238121&mlon=4.7920345#map=4/45.8238121/4.7920345/m
48.8432286,2.3853430000000344,PIGUT Stages gourmands de cuisine bio végétale,Rue de Charenton 75012 Paris,http://www.openstreetmap.org/?mlat=48.8432286&mlon=2.3853430000000344#map=4/48.8432286/2.3853430000000344/m
